Time,Driver,Position,GapToLeader,IntervalToPositionAhead
6.751,77,1,,
7.59,77,1,LAP 1,LAP 1
2068.02,77,1,LAP 2,LAP 2
2174.868,77,1,LAP 3,LAP 3
2317.551,77,1,LAP 4,LAP 4
2452.902,77,1,LAP 5,LAP 5
2574.339,77,1,LAP 6,LAP 6
2704.693,77,1,LAP 7,LAP 7
2788.252,77,1,LAP 8,LAP 8
2871.716,77,1,LAP 9,LAP 9
2954.991,77,1,LAP 10,LAP 10
3038.116,77,1,LAP 11,LAP 11
3121.703,77,1,LAP 12,LAP 12
3204.32,77,1,LAP 13,LAP 13
3287.18,77,1,LAP 14,LAP 14
3370.029,77,1,LAP 15,LAP 15
3452.982,77,1,LAP 16,LAP 16
3535.518,77,1,LAP 17,LAP 17
3618.37,77,1,LAP 18,LAP 18
3701.381,77,1,LAP 19,LAP 19
3784.274,77,1,LAP 20,LAP 20
3794.862,77,2,LAP 20,LAP 20
3795.006,77,2,+0.174,+0.174
3797.123,77,2,+0.238,+0.238
3802.868,77,2,+0.494,+0.494
3806.395,77,2,+0.579,+0.579
3809.151,77,2,+0.595,+0.595
3812.298,77,2,+0.564,+0.564
3817.099,77,2,+0.664,+0.664
3821.284,77,2,+0.642,+0.642
3825.365,77,2,+0.784,+0.784
3831.134,77,2,+0.912,+0.912
3833.106,77,2,+0.913,+0.913
3836.278,77,2,+0.912,+0.912
3841.32,77,2,+1.045,+1.045
3846.805,77,2,+1.180,+1.180
3851.485,77,2,+1.047,+1.047
3855.432,77,2,+1.129,+1.129
3858.878,77,2,+1.125,+1.125
3861.756,77,2,+1.131,+1.131
3864.319,77,2,+1.124,+1.124
3866.979,77,2,+1.104,+1.104
3869.045,77,2,+1.079,+1.079
3873.254,77,2,+0.969,+0.969
3874.671,77,2,+0.877,+0.877
3876.368,77,2,+0.784,+0.784
3879.211,77,2,+0.860,+0.860
3881.141,77,2,+0.918,+0.918
3886.614,77,2,+0.877,+0.877
3889.745,77,2,+0.885,+0.885
3892.794,77,2,+0.901,+0.901
3895.887,77,2,+0.865,+0.865
3900.758,77,2,+0.904,+0.904
3904.917,77,2,+0.864,+0.864
3909.054,77,2,+0.883,+0.883
3914.722,77,2,+0.975,+0.975
3916.663,77,2,+0.982,+0.982
3919.868,77,2,+1.013,+1.013
3924.783,77,2,+1.137,+1.137
3930.228,77,2,+1.226,+1.226
3934.874,77,2,+1.289,+1.289
3938.634,77,2,+1.363,+1.363
3942.166,77,2,+1.431,+1.431
3945.083,77,2,+1.456,+1.456
3947.659,77,2,+1.439,+1.439
3950.264,77,2,+1.431,+1.431
3952.358,77,2,+1.415,+1.415
3956.698,77,2,+1.371,+1.371
3958.075,77,2,+1.338,+1.338
3959.81,77,2,+1.319,+1.319
3962.583,77,2,+1.391,+1.391
3964.532,77,2,+1.447,+1.447
3970.031,77,2,+1.475,+1.475
3973.126,77,2,+1.472,+1.472
3976.227,77,2,+1.493,+1.493
3979.326,77,2,+1.541,+1.541
3984.221,77,2,+1.568,+1.568
3988.318,77,2,+1.543,+1.543
3992.303,77,2,+1.589,+1.589
3997.836,77,2,+1.468,+1.468
3999.773,77,2,+1.466,+1.466
4002.983,77,2,+1.485,+1.485
4007.928,77,2,+1.481,+1.481
4013.327,77,2,+1.572,+1.572
4017.872,77,2,+1.672,+1.672
4021.71,77,2,+1.730,+1.730
4025.169,77,2,+1.764,+1.764
4028.049,77,2,+1.768,+1.768
4030.624,77,2,+1.742,+1.742
4033.227,77,2,+1.732,+1.732
4035.272,77,2,+1.717,+1.717
4039.527,77,2,+1.680,+1.680
4040.953,77,2,+1.645,+1.645
4042.681,77,2,+1.607,+1.607
4045.382,77,2,+1.616,+1.616
4047.266,77,2,+1.656,+1.656
4052.614,77,2,+1.612,+1.612
4055.739,77,2,+1.621,+1.621
4058.831,77,2,+1.650,+1.650
4061.989,77,2,+1.677,+1.677
4066.779,77,2,+1.769,+1.769
4070.832,77,2,+1.753,+1.753
4074.921,77,2,+1.820,+1.820
4080.566,77,2,+1.859,+1.859
4082.5,77,2,+1.860,+1.860
4085.715,77,2,+1.867,+1.867
