Time,Driver,Position,GapToLeader,IntervalToPositionAhead
2.537,1,1,,
4.887,1,1,LAP 1,LAP 1
3419.938,1,1,LAP 2,LAP 2
3520.078,1,1,LAP 3,LAP 3
3620.551,1,1,LAP 4,LAP 4
3721.111,1,1,LAP 5,LAP 5
3822.029,1,1,LAP 6,LAP 6
3923.162,1,1,LAP 7,LAP 7
4024.297,1,1,LAP 8,LAP 8
4125.415,1,1,LAP 9,LAP 9
4226.58,1,1,LAP 10,LAP 10
4327.999,1,1,LAP 11,LAP 11
4429.413,1,1,LAP 12,LAP 12
4530.711,1,1,LAP 13,LAP 13
4637.193,1,1,LAP 14,LAP 14
4648.947,1,2,LAP 14,LAP 14
4655.905,1,3,LAP 14,LAP 14
4659.493,1,4,LAP 14,LAP 14
4660.827,1,4,+10.724,+1.364
4663.737,1,4,+11.429,+2.007
4669.087,1,4,+11.513,+1.888
4674.926,1,4,+11.128,+1.570
4679.408,1,4,+11.107,+1.317
4682.461,1,4,+11.089,+1.297
4688.373,1,4,+10.928,+1.044
4693.985,1,4,+10.791,+0.879
4698.594,1,4,+10.865,+0.900
4703.499,1,4,+10.849,+0.793
4708.184,1,4,+10.486,+0.367
4712.529,1,4,+10.493,+0.370
4719.409,1,4,+10.707,+0.461
4725.161,1,4,+10.658,+0.348
4729.627,1,4,+10.660,+0.296
4734.457,1,4,+10.555,+0.187
4737.997,1,3,+10.555,+0.187
4738.008,1,3,+10.300,+3.312
4745.218,1,3,+10.143,+3.132
4750.589,1,3,+9.993,+2.976
4751.588,1,3,+10.001,+2.962
4756.311,1,3,+10.101,+3.006
4760.698,1,3,+10.111,+3.010
4761.861,1,3,+10.105,+3.006
4764.172,1,3,+10.149,+3.086
4769.245,1,3,+10.009,+2.867
4775.108,1,3,+9.531,+2.685
4779.499,1,3,+9.425,+2.451
4782.52,1,3,+9.403,+2.432
4788.423,1,3,+9.142,+2.200
4793.987,1,3,+8.993,+2.080
4798.568,1,3,+8.940,+2.067
4803.352,1,3,+8.857,+1.871
4808.121,1,3,+8.508,+1.541
4812.286,1,3,+8.396,+1.424
4818.807,1,3,+8.261,+1.258
4824.498,1,3,+8.098,+1.180
4828.921,1,3,+8.040,+1.109
4833.736,1,3,+7.975,+1.044
4837.535,1,3,+7.895,+0.981
4844.762,1,3,+7.715,+0.693
4850.23,1,3,+7.626,+0.704
4851.283,1,3,+7.630,+0.700
4855.894,1,3,+7.652,+0.733
4860.058,1,3,+7.462,+0.543
4861.254,1,3,+7.383,+0.467
4863.414,1,3,+7.411,+0.523
4868.71,1,3,+7.416,+0.388
4874.697,1,3,+7.050,+0.268
4879.085,1,3,+7.123,+0.175
4882.102,1,3,+7.073,+0.117
4888.257,1,3,+6.932,+0.117
4888.258,1,2,+6.932,+0.117
4893.776,1,2,+6.801,+6.801
4898.412,1,2,+6.860,+6.860
4903.33,1,2,+6.811,+6.811
4908.025,1,2,+6.563,+6.563
4912.211,1,2,+6.418,+6.418
4918.727,1,2,+6.292,+6.292
4924.334,1,2,+6.143,+6.143
4928.807,1,2,+6.098,+6.098
4933.71,1,2,+6.086,+6.086
4937.588,1,2,+6.056,+6.056
4944.889,1,2,+5.896,+5.896
4950.285,1,2,+5.822,+5.822
4951.259,1,2,+5.802,+5.802
4955.876,1,2,+5.842,+5.842
4960.257,1,2,+5.855,+5.855
4961.431,1,2,+5.854,+5.854
4963.621,1,2,+5.910,+5.910
4968.822,1,2,+5.799,+5.799
4974.547,1,2,+5.332,+5.332
4978.907,1,2,+5.239,+5.239
4981.951,1,2,+5.217,+5.217
4987.873,1,2,+4.932,+4.932
4993.497,1,2,+4.798,+4.798
4998.047,1,2,+4.803,+4.803
