Time,Driver,Position,GapToLeader,IntervalToPositionAhead
1.703,1,1,,
1.75,1,1,LAP 1,LAP 1
2510.535,1,2,LAP 1,LAP 1
2510.628,1,2,+0.097,+0.097
2515.926,1,2,+0.100,+0.100
2519.706,1,2,+0.171,+0.171
2522.16,1,2,+0.308,+0.308
2524.956,1,2,+0.329,+0.329
2527.55,1,2,+0.138,+0.138
2534.988,1,1,LAP 1,LAP 1
2586.378,1,1,LAP 2,LAP 2
2664.908,1,1,LAP 3,LAP 3
2742.892,1,1,LAP 4,LAP 4
2820.313,1,1,LAP 5,LAP 5
2897.109,1,1,LAP 6,LAP 6
2973.655,1,1,LAP 7,LAP 7
3050.513,1,1,LAP 8,LAP 8
3126.559,1,1,LAP 9,LAP 9
3202.496,1,1,LAP 10,LAP 10
3278.292,1,1,LAP 11,LAP 11
3353.994,1,1,LAP 12,LAP 12
3429.368,1,1,LAP 13,LAP 13
3504.758,1,1,LAP 14,LAP 14
3579.929,1,1,LAP 15,LAP 15
3654.897,1,1,LAP 16,LAP 16
3730.146,1,1,LAP 17,LAP 17
3804.63,1,1,LAP 18,LAP 18
3879.379,1,1,LAP 19,LAP 19
3953.66,1,1,LAP 20,LAP 20
4028.018,1,1,LAP 21,LAP 21
4102.533,1,1,LAP 22,LAP 22
4176.891,1,1,LAP 23,LAP 23
4252.422,1,1,LAP 24,LAP 24
1.703,11,2,,
2508.613,11,2,+0.013,+0.013
2510.535,11,1,LAP 1,LAP 1
2534.988,11,2,LAP 1,LAP 1
2535.144,11,2,+0.118,+0.118
2540.112,11,2,+0.083,+0.083
2542.3,11,2,+0.035,+0.035
2551.425,11,3,+0.035,+0.035
2551.519,11,3,+0.333,+0.078
2555.862,11,3,+0.372,+0.102
2562.253,11,3,+0.949,+0.411
2567.315,11,3,+1.215,+0.508
2573.237,11,3,+1.418,+0.594
2575.956,11,3,+1.567,+0.631
2579.909,11,3,+1.840,+0.700
2581.581,11,3,+1.914,+0.733
2585.284,11,3,+2.065,+0.861
2588.409,11,3,+2.115,+0.912
2592.049,11,3,+2.086,+0.891
2593.956,11,3,+2.114,+0.878
2599.252,11,3,+2.321,+0.903
2602.424,11,3,+2.361,+0.942
2604.971,11,3,+2.341,+0.921
2607.721,11,3,+2.312,+0.897
2610.424,11,3,+2.447,+1.008
2616.893,11,3,+2.538,+0.920
2621.752,11,3,+2.531,+0.883
2623.987,11,3,+2.516,+0.871
2632.471,11,3,+2.638,+1.080
2636.69,11,3,+2.646,+1.064
2642.721,11,3,+2.820,+1.035
2647.502,11,3,+2.755,+0.933
2653.064,11,3,+2.773,+0.965
2655.643,11,3,+2.788,+0.969
2659.455,11,3,+2.859,+1.040
2661.017,11,3,+2.878,+1.063
2664.658,11,3,+2.936,+1.186
2667.83,11,3,+3.002,+1.289
2671.47,11,3,+2.981,+1.299
2673.345,11,3,+3.026,+1.436
2678.314,11,3,+3.056,+1.388
2681.548,11,3,+3.051,+1.366
2684.111,11,3,+3.026,+1.334
2686.783,11,3,+2.985,+1.297
2689.267,11,3,+2.950,+1.260
2695.892,11,3,+3.251,+1.479
2700.783,11,3,+3.324,+1.483
2702.986,11,3,+3.315,+1.463
2711.361,11,3,+3.509,+1.572
2715.689,11,3,+3.597,+1.687
2721.61,11,3,+3.551,+1.697
2726.454,11,3,+3.567,+1.693
2732.064,11,3,+3.618,+1.815
2734.61,11,3,+3.578,+1.802
2738.251,11,3,+3.572,+1.736
2739.954,11,3,+3.664,+1.796
2743.548,11,3,+3.795,+1.834
2746.688,11,3,+3.818,+1.790
2750.251,11,3,+3.781,+1.751
2752.063,11,3,+3.775,+1.821
2756.938,11,3,+3.801,+1.742
2760.204,11,3,+3.816,+1.748
2762.719,11,3,+3.794,+1.729
2765.407,11,3,+3.762,+1.703
2767.954,11,3,+3.743,+1.875
2774.235,11,3,+3.731,+1.888
2779.11,11,3,+3.712,+1.910
2781.297,11,3,+3.694,+1.891
2789.547,11,3,+3.664,+1.832
2793.782,11,3,+3.721,+1.712
2799.735,11,3,+3.913,+1.767
2804.547,11,3,+4.043,+1.766
2810.11,11,3,+4.181,+1.847
2812.625,11,3,+4.176,+1.836
2816.203,11,3,+4.204,+1.803
2817.844,11,3,+4.241,+1.829
2821.469,11,3,+4.301,+1.906
2824.594,11,3,+4.299,+1.880
2828.125,11,3,+4.254,+1.833
2829.969,11,3,+4.298,+1.931
2834.891,11,3,+4.377,+1.868
2838.172,11,3,+4.448,+1.909
2840.703,11,3,+4.434,+1.889
2843.39,11,3,+4.403,+1.862
2845.734,11,3,+4.300,+1.873
2851.922,11,3,+4.345,+1.933
2856.687,11,3,+4.339,+1.938
2858.937,11,3,+4.325,+1.934
