Time,Driver,Position,GapToLeader,IntervalToPositionAhead
7.934,77,1,LAP 1,LAP 1
2029.356,77,2,LAP 1,LAP 1
2029.426,77,1,LAP 1,LAP 1
2090.187,77,1,LAP 2,LAP 2
2181.526,77,1,LAP 3,LAP 3
2273.189,77,1,LAP 4,LAP 4
2364.713,77,1,LAP 5,LAP 5
2457.018,77,1,LAP 6,LAP 6
2549.801,77,1,LAP 7,LAP 7
2641.936,77,1,LAP 8,LAP 8
2734.501,77,1,LAP 9,LAP 9
2827.148,77,1,LAP 10,LAP 10
2919.715,77,1,LAP 11,LAP 11
3012.406,77,1,LAP 12,LAP 12
3104.902,77,1,LAP 13,LAP 13
3196.862,77,1,LAP 14,LAP 14
3204.464,77,2,LAP 14,LAP 14
3205.231,77,3,LAP 14,LAP 14
3213.407,77,4,LAP 14,LAP 14
3215.962,77,5,LAP 14,LAP 14
3217.957,77,6,LAP 14,LAP 14
3224.322,77,6,+16.507,+3.082
3227.802,77,6,+16.807,+3.369
3231.527,77,6,+16.800,+3.393
3236.911,77,6,+16.639,+3.216
3240.765,77,6,+16.596,+3.147
3245.164,77,6,+16.602,+3.142
3246.483,77,6,+16.622,+3.142
3251.269,77,6,+16.604,+3.193
3256.28,77,6,+16.287,+2.908
3261.622,77,6,+16.156,+2.812
3265.588,77,6,+16.127,+2.797
3269.517,77,6,+16.212,+2.880
3271.955,77,6,+16.220,+2.906
3274.393,77,6,+16.225,+2.933
3278.067,77,6,+16.353,+3.090
3282.491,77,6,+16.322,+2.947
3284.911,77,6,+16.307,+2.901
3287.25,77,6,+16.303,+2.894
3289.332,77,6,+16.314,+2.901
3292.377,77,6,+16.346,+2.875
3297.084,77,6,+16.226,+2.688
3298.31,77,6,+15.558,+2.688
3305.056,77,6,+15.466,+2.688
3307.94,77,6,+16.435,+2.850
3312.756,77,6,+15.406,+2.850
3312.765,77,4,+15.406,+2.850
3316.146,77,4,+15.377,+4.479
3319.342,77,4,+15.353,+4.547
3322.929,77,4,+15.297,+4.319
3328.352,77,4,+15.266,+4.171
3332.189,77,4,+15.231,+4.094
3336.577,77,4,+15.144,+4.118
3337.963,77,4,+15.137,+4.153
3342.507,77,4,+15.105,+4.012
3347.548,77,4,+14.906,+3.749
3352.924,77,4,+14.834,+3.695
3356.97,77,4,+14.670,+3.726
3360.709,77,4,+14.629,+3.805
3363.13,77,4,+14.612,+3.832
3365.563,77,4,+14.567,+3.896
3369.104,77,4,+14.602,+3.859
3373.48,77,4,+14.490,+3.699
3375.858,77,4,+14.456,+3.669
3378.278,77,4,+14.433,+3.672
3380.312,77,4,+14.402,+3.718
3383.321,77,4,+14.327,+3.757
3388.065,77,4,+14.298,+3.576
3389.236,77,4,+14.286,+3.596
3395.995,77,4,+14.343,+3.420
3399.007,77,4,+14.328,+3.384
3403.72,77,4,+14.287,+3.384
3403.731,77,3,+14.287,+3.384
3407.073,77,3,+14.237,+3.501
3410.257,77,3,+14.113,+3.541
3413.831,77,3,+14.035,+3.344
3419.14,77,3,+13.997,+3.112
3423.307,77,3,+14.000,+3.092
3427.403,77,3,+13.909,+3.091
3428.698,77,3,+13.920,+3.124
3433.286,77,3,+13.870,+3.047
3438.414,77,3,+13.750,+2.782
3443.777,77,3,+13.713,+2.736
3447.698,77,3,+13.566,+2.752
3451.583,77,3,+13.588,+2.841
3454.059,77,3,+13.577,+2.852
3456.467,77,3,+13.540,+2.900
3460.004,77,3,+13.541,+2.897
3464.37,77,3,+13.490,+2.705
3466.783,77,3,+13.466,+2.663
3469.181,77,3,+13.433,+2.640
3471.142,77,3,+13.373,+2.638
3474.213,77,3,+13.267,+2.641
3478.844,77,3,+13.209,+2.450
3480.129,77,3,+13.218,+2.480
3486.841,77,3,+13.284,+2.272
3489.74,77,3,+13.265,+2.240
3494.676,77,3,+13.231,+2.222
3498.025,77,3,+13.275,+2.404
3501.162,77,3,+13.264,+2.463
3504.804,77,3,+13.262,+2.325
3510.279,77,3,+13.285,+2.062
3514.137,77,3,+13.280,+2.038
3518.529,77,3,+13.212,+2.044
3519.879,77,3,+13.228,+2.095
3524.54,77,3,+13.274,+2.028
3529.669,77,3,+13.241,+1.823
3535.147,77,3,+13.207,+1.801
3539.06,77,3,+13.058,+1.821
3543.075,77,3,+13.136,+2.018
3545.528,77,3,+13.143,+2.062
3547.953,77,3,+13.130,+2.130
3551.466,77,3,+13.128,+2.084
3555.866,77,3,+13.072,+1.929
3558.254,77,3,+13.056,+1.895
3560.704,77,3,+13.032,+1.883
3562.668,77,3,+12.981,+1.885
3565.706,77,3,+12.938,+1.915
3570.552,77,3,+12.974,+1.842
3571.744,77,3,+12.991,+1.876
3578.596,77,3,+13.122,+1.751
3581.47,77,3,+13.127,+1.738
3586.345,77,3,+13.104,+1.743
3589.745,77,3,+13.144,+1.944
3592.97,77,3,+13.154,+2.010
3596.597,77,3,+13.160,+1.943
3602.019,77,3,+13.254,+1.753
3605.843,77,3,+13.265,+1.746
3610.279,77,3,+13.210,+1.724
3611.551,77,3,+13.202,+1.722
3616.24,77,3,+13.268,+1.699
3621.396,77,3,+13.192,+1.484
3626.904,77,3,+13.192,+1.501
3630.842,77,3,+13.034,+1.524
3634.711,77,3,+13.026,+1.584
3637.209,77,3,+13.035,+1.622
3639.586,77,3,+12.995,+1.671
3643.069,77,3,+12.970,+1.632
3647.454,77,3,+12.883,+1.422
3649.825,77,3,+12.873,+1.401
3652.249,77,3,+12.863,+1.405
3654.258,77,3,+12.828,+1.402
3657.344,77,3,+12.801,+1.429
3662.186,77,3,+12.846,+1.410
3663.402,77,3,+12.857,+1.410
3670.135,77,3,+12.920,+1.410
3673.022,77,3,+12.926,+1.760
3677.95,77,3,+12.948,+1.760
3677.976,77,2,+12.948,+1.760
3681.363,77,2,+12.958,+12.958
3684.531,77,2,+12.882,+12.882
3688.163,77,2,+12.904,+12.904
3693.532,77,2,+12.978,+12.978
3697.346,77,2,+13.005,+13.005
3701.797,77,2,+12.945,+12.945
3703.089,77,2,+12.955,+12.955
3707.803,77,2,+13.035,+13.035
3712.956,77,2,+13.010,+13.010
3718.498,77,2,+13.054,+13.054
3722.453,77,2,+12.973,+12.973
3726.431,77,2,+13.025,+13.025
3728.917,77,2,+13.049,+13.049
3731.321,77,2,+13.026,+13.026
3734.946,77,2,+13.106,+13.106
3739.419,77,2,+13.173,+13.173
3741.903,77,2,+13.189,+13.189
3744.248,77,2,+13.197,+13.197
3746.244,77,2,+13.159,+13.159
3749.379,77,2,+13.152,+13.152
3754.159,77,2,+13.246,+13.246
3755.385,77,2,+13.258,+13.258
3762.211,77,2,+13.301,+13.301
3765.076,77,2,+13.270,+13.270
3769.98,77,2,+13.285,+13.285
3773.406,77,2,+13.338,+13.338
3776.575,77,2,+13.336,+13.336
3780.25,77,2,+13.365,+13.365
3785.651,77,2,+13.482,+13.482
3789.492,77,2,+13.537,+13.537
3793.914,77,2,+13.457,+13.457
3795.328,77,2,+13.459,+13.459
3799.977,77,2,+13.551,+13.551
3805.051,77,2,+13.500,+13.500
3810.609,77,2,+13.531,+13.531
3814.596,77,2,+13.550,+13.550
3818.569,77,2,+13.646,+13.646
3820.982,77,2,+13.670,+13.670
3823.401,77,2,+13.641,+13.641
3826.989,77,2,+13.717,+13.717
3831.375,77,2,+13.669,+13.669
3833.802,77,2,+13.670,+13.670
3836.19,77,2,+13.669,+13.669
3838.202,77,2,+13.620,+13.620
3841.26,77,2,+13.548,+13.548
3846.11,77,2,+13.639,+13.639
3847.306,77,2,+13.638,+13.638
3854.074,77,2,+13.602,+13.602
3861.904,77,2,+13.624,+13.624
3865.394,77,2,+13.696,+13.696
3868.682,77,2,+13.730,+13.730
3872.348,77,2,+13.786,+13.786
3877.855,77,2,+14.027,+14.027
3881.705,77,2,+14.100,+14.100
3886.124,77,2,+14.043,+14.043
3887.414,77,2,+14.052,+14.052
3892.126,77,2,+14.140,+14.140
3897.364,77,2,+14.236,+14.236
3902.941,77,2,+14.278,+14.278
3906.922,77,2,+14.316,+14.316
3911.015,77,2,+14.569,+14.569
3913.514,77,2,+14.636,+14.636
3915.976,77,2,+14.653,+14.653
3919.661,77,2,+14.804,+14.804
3924.133,77,2,+14.846,+14.846
3926.795,77,2,+14.861,+14.861
3929.054,77,2,+14.870,+14.870
3931.035,77,2,+14.832,+14.832
3934.087,77,2,+14.816,+14.816
3938.989,77,2,+14.908,+14.908
3940.17,77,2,+14.909,+14.909
3947.002,77,2,+14.980,+14.980
3949.868,77,2,+15.009,+15.009
3954.869,77,2,+15.049,+15.049
3958.301,77,2,+15.188,+15.188
3961.543,77,2,+15.194,+15.194
3965.207,77,2,+15.257,+15.257
3970.639,77,2,+15.370,+15.370
3974.522,77,2,+15.406,+15.406
