Time,Driver,Position,GapToLeader,IntervalToPositionAhead
9.467,1,1,LAP 1,LAP 1
2981.892,1,1,LAP 2,LAP 2
3051.031,1,1,LAP 3,LAP 3
3120.349,1,1,LAP 4,LAP 4
3189.417,1,1,LAP 5,LAP 5
3214.98,1,2,LAP 5,LAP 5
3215.054,1,2,+0.107,+0.107
3219.697,1,2,+0.128,+0.128
3221.808,1,2,+0.132,+0.132
3229.305,1,1,LAP 5,LAP 5
3259.34,1,1,LAP 6,LAP 6
3328.413,1,1,LAP 7,LAP 7
3397.452,1,1,LAP 8,LAP 8
3466.481,1,1,LAP 9,LAP 9
3535.512,1,1,LAP 10,LAP 10
3604.707,1,1,LAP 11,LAP 11
3674.254,1,1,LAP 12,LAP 12
3743.831,1,1,LAP 13,LAP 13
3813.379,1,1,LAP 14,LAP 14
3883.019,1,1,LAP 15,LAP 15
3952.541,1,1,LAP 16,LAP 16
4022.306,1,1,LAP 17,LAP 17
4091.921,1,1,LAP 18,LAP 18
4161.598,1,1,LAP 19,LAP 19
4231.237,1,1,LAP 20,LAP 20
4301.256,1,1,LAP 21,LAP 21
4371.201,1,1,LAP 22,LAP 22
4441.114,1,1,LAP 23,LAP 23
9.467,4,2,,
2915.821,4,2,+0.266,+0.266
2918.019,4,2,+0.295,+0.295
2921.661,4,2,+0.530,+0.530
2924.763,4,2,+0.565,+0.565
2929.866,4,2,+0.554,+0.554
2932.245,4,2,+0.526,+0.526
2937.855,4,2,+0.767,+0.767
2942.555,4,2,+0.731,+0.731
2944.775,4,2,+0.757,+0.757
2952.069,4,2,+0.851,+0.851
2956.243,4,2,+0.889,+0.889
2961.443,4,2,+1.102,+1.102
2965.443,4,2,+1.099,+1.099
2970.516,4,2,+1.047,+1.047
2972.947,4,2,+1.027,+1.027
2975.807,4,2,+0.919,+0.919
2977.148,4,2,+0.876,+0.876
2979.954,4,2,+0.914,+0.914
2982.832,4,2,+0.912,+0.912
2986.322,4,2,+0.874,+0.874
2987.904,4,2,+0.842,+0.842
2991.878,4,2,+0.832,+0.832
2994.776,4,2,+0.773,+0.773
2997.147,4,2,+0.678,+0.678
2999.666,4,2,+0.535,+0.535
3001.916,4,2,+0.457,+0.457
3007.671,4,2,+0.682,+0.682
3012.304,4,2,+0.569,+0.569
3014.364,4,2,+0.485,+0.485
3021.597,4,2,+0.648,+0.648
3025.674,4,2,+0.616,+0.616
3030.658,4,2,+0.751,+0.751
3034.553,4,2,+0.808,+0.808
3039.611,4,2,+0.816,+0.816
3042.004,4,2,+0.745,+0.745
3044.843,4,2,+0.728,+0.728
3046.171,4,2,+0.746,+0.746
3048.955,4,2,+0.780,+0.780
3051.791,4,2,+0.725,+0.725
3055.122,4,2,+0.546,+0.546
3056.649,4,2,+0.512,+0.512
3060.674,4,2,+0.556,+0.556
3063.598,4,2,+0.507,+0.507
3065.953,4,2,+0.412,+0.412
3068.436,4,2,+0.254,+0.254
3070.717,4,2,+0.206,+0.206
3076.672,4,2,+0.329,+0.329
3081.264,4,2,+0.245,+0.245
3083.292,4,2,+0.152,+0.152
3090.676,4,2,+0.351,+0.351
3094.903,4,2,+0.475,+0.475
3099.968,4,2,+0.645,+0.645
3103.894,4,2,+0.716,+0.716
3108.95,4,2,+0.746,+0.746
3111.346,4,2,+0.706,+0.706
3114.23,4,2,+0.772,+0.772
3115.511,4,2,+0.766,+0.766
3118.258,4,2,+0.789,+0.789
3121.078,4,2,+0.737,+0.737
3124.437,4,2,+0.542,+0.542
3125.986,4,2,+0.505,+0.505
3129.915,4,2,+0.602,+0.602
3132.932,4,2,+0.582,+0.582
3135.264,4,2,+0.493,+0.493
3137.768,4,2,+0.324,+0.324
3140.069,4,2,+0.295,+0.295
3145.615,4,2,+0.339,+0.339
3150.262,4,2,+0.273,+0.273
3152.342,4,2,+0.153,+0.153
3159.746,4,2,+0.273,+0.273
3163.99,4,2,+0.371,+0.371
3169.081,4,2,+0.670,+0.670
3172.979,4,2,+0.773,+0.773
3178.065,4,2,+0.795,+0.795
3180.459,4,2,+0.698,+0.698
3183.251,4,2,+0.753,+0.753
3187.314,4,2,+0.766,+0.766
3190.162,4,2,+0.718,+0.718
3193.513,4,2,+0.511,+0.511
3195.013,4,2,+0.468,+0.468
3198.991,4,2,+0.584,+0.584
3201.983,4,2,+0.576,+0.576
3204.367,4,2,+0.491,+0.491
3206.883,4,2,+0.320,+0.320
3208.972,4,2,+0.072,+0.072
3214.98,4,1,LAP 5,LAP 5
3229.305,4,2,LAP 5,LAP 5
3229.501,4,2,+0.230,+0.230
3233.605,4,3,+0.230,+0.230
3233.621,4,3,+0.182,+0.007
3239.102,4,3,+0.747,+0.513
3243.353,4,3,+1.104,+0.763
3248.446,4,3,+1.129,+0.727
3250.847,4,3,+1.092,+0.735
3253.745,4,3,+1.276,+0.782
3255.118,4,3,+1.333,+0.806
3257.948,4,3,+1.462,+0.803
3260.783,4,3,+1.435,+0.789
3264.107,4,3,+1.232,+0.774
3265.607,4,3,+1.203,+0.746
3269.657,4,3,+1.322,+0.662
3272.745,4,3,+1.295,+0.677
3275.044,4,3,+1.185,+0.657
3277.523,4,3,+1.002,+0.628
3279.921,4,3,+0.934,+0.627
3285.512,4,3,+1.197,+0.603
3290.211,4,3,+1.155,+0.586
3292.323,4,3,+1.068,+0.595
3299.61,4,3,+1.299,+0.646
3303.723,4,3,+1.268,+0.596
3308.805,4,3,+1.515,+0.773
3312.757,4,3,+1.594,+0.821
3317.845,4,3,+1.588,+0.793
3320.238,4,3,+1.566,+0.778
3323.095,4,3,+1.677,+0.854
3324.432,4,3,+1.690,+0.851
3327.228,4,3,+1.735,+0.852
3330.083,4,3,+1.686,+0.840
3333.414,4,3,+1.504,+0.802
3334.926,4,3,+1.492,+0.850
3338.962,4,3,+1.533,+0.778
3341.938,4,3,+1.487,+0.739
3344.314,4,3,+1.377,+0.712
3346.855,4,3,+1.243,+0.710
3349.155,4,3,+1.276,+0.765
3354.815,4,3,+1.437,+0.864
3359.477,4,3,+1.378,+0.845
3361.565,4,3,+1.304,+0.853
3368.865,4,3,+1.500,+0.902
3372.98,4,3,+1.490,+0.875
3377.978,4,3,+1.638,+0.898
3381.906,4,3,+1.708,+0.907
3386.958,4,3,+1.685,+0.848
3389.352,4,3,+1.651,+0.833
3392.233,4,3,+1.765,+0.872
3393.543,4,3,+1.793,+0.870
3396.391,4,3,+1.822,+0.856
3399.221,4,3,+1.761,+0.839
3402.587,4,3,+1.593,+0.834
3404.134,4,3,+1.578,+0.881
3408.147,4,3,+1.578,+0.824
3411.224,4,3,+1.557,+0.825
3413.561,4,3,+1.462,+0.814
3416.053,4,3,+1.294,+0.813
3418.449,4,3,+1.316,+0.918
3424.076,4,3,+1.505,+0.980
3428.752,4,3,+1.459,+0.956
3430.858,4,3,+1.351,+0.941
3438.079,4,3,+1.509,+0.881
3442.217,4,3,+1.532,+0.895
3447.247,4,3,+1.776,+0.996
3451.185,4,3,+1.881,+1.007
3456.301,4,3,+1.899,+1.010
3458.668,4,3,+1.875,+1.019
3461.505,4,3,+1.969,+1.027
3462.858,4,3,+1.994,+1.012
3465.643,4,3,+2.057,+1.019
3468.547,4,3,+2.068,+1.052
3472.002,4,3,+1.964,+1.125
3473.461,4,3,+1.900,+1.126
3477.475,4,3,+1.944,+1.082
3480.544,4,3,+1.953,+1.128
3482.967,4,3,+1.929,+1.190
3485.582,4,3,+1.891,+1.279
3487.964,4,3,+1.959,+1.373
3493.637,4,3,+2.112,+1.412
3498.371,4,3,+2.135,+1.488
3500.537,4,3,+2.120,+1.554
3507.714,4,3,+2.238,+1.527
3511.853,4,3,+2.251,+1.535
3516.86,4,3,+2.414,+1.547
3520.815,4,3,+2.492,+1.561
3525.925,4,3,+2.520,+1.601
3528.333,4,3,+2.540,+1.609
3531.181,4,3,+2.607,+1.629
3532.538,4,3,+2.594,+1.594
3535.329,4,3,+2.654,+1.577
3538.175,4,3,+2.652,+1.601
3541.657,4,3,+2.579,+1.683
3543.19,4,3,+2.571,+1.679
3547.223,4,3,+2.609,+1.612
3550.235,4,3,+2.596,+1.633
3552.717,4,3,+2.563,+1.689
3555.258,4,3,+2.496,+1.775
3557.641,4,3,+2.479,+1.790
3563.243,4,3,+2.641,+1.737
3567.974,4,3,+2.701,+1.810
3570.123,4,3,+2.680,+1.878
3577.282,4,3,+2.749,+1.822
3581.412,4,3,+2.732,+1.811
3586.431,4,3,+2.870,+1.835
3590.363,4,3,+2.934,+1.829
3595.475,4,3,+2.947,+1.820
3597.872,4,3,+2.931,+1.820
3600.657,4,3,+2.938,+1.798
3601.991,4,3,+2.940,+1.759
3604.816,4,3,+2.994,+1.740
3607.702,4,3,+2.996,+1.745
3611.151,4,3,+2.948,+1.746
3612.753,4,3,+2.911,+1.731
3616.659,4,3,+2.925,+1.633
3619.785,4,3,+2.944,+1.635
3622.162,4,3,+2.930,+1.628
3624.835,4,3,+2.896,+1.632
3627.116,4,3,+2.908,+1.637
3632.698,4,3,+2.915,+1.519
3637.441,4,3,+2.946,+1.496
3639.589,4,3,+2.935,+1.496
3646.778,4,3,+2.939,+1.448
3650.856,4,3,+2.911,+1.437
3655.983,4,3,+3.050,+1.539
3659.915,4,3,+3.011,+1.562
3665.001,4,3,+2.936,+1.553
3667.386,4,3,+2.927,+1.559
3670.203,4,3,+2.949,+1.580
3671.556,4,3,+2.960,+1.576
3674.388,4,3,+2.986,+1.579
3677.233,4,3,+2.962,+1.569
3680.703,4,3,+2.917,+1.567
3682.248,4,3,+2.921,+1.565
3686.274,4,3,+2.953,+1.463
3689.307,4,3,+2.945,+1.453
3691.775,4,3,+2.932,+1.450
3694.401,4,3,+2.892,+1.419
3696.703,4,3,+2.872,+1.365
3702.279,4,3,+2.877,+1.377
3707.024,4,3,+2.879,+1.344
3709.161,4,3,+2.860,+1.322
3716.471,4,3,+2.990,+1.323
3720.6,4,3,+2.980,+1.294
3725.699,4,3,+3.097,+1.396
3729.603,4,3,+3.060,+1.361
3734.668,4,3,+3.032,+1.327
3737.076,4,3,+2.995,+1.288
3739.846,4,3,+2.982,+1.241
3741.173,4,3,+2.973,+1.224
3744.009,4,3,+3.029,+1.221
3746.916,4,3,+3.043,+1.220
3750.34,4,3,+2.997,+1.184
3751.915,4,3,+3.002,+1.189
3755.979,4,3,+3.051,+1.132
3758.973,4,3,+3.052,+1.134
3761.425,4,3,+3.033,+1.123
3764.023,4,3,+2.978,+1.067
3766.376,4,3,+2.985,+1.053
3772.086,4,3,+3.051,+1.154
3776.806,4,3,+3.079,+1.147
3778.937,4,3,+3.057,+1.122
3786.116,4,3,+3.081,+1.072
3790.218,4,3,+3.064,+1.029
3795.271,4,3,+3.145,+1.119
3799.145,4,3,+3.107,+1.104
3804.223,4,3,+3.079,+1.046
3806.606,4,3,+3.032,+1.004
3809.374,4,3,+3.008,+0.985
3810.749,4,3,+3.020,+0.997
3813.573,4,3,+3.053,+0.986
3816.404,4,3,+3.009,+0.929
3819.719,4,3,+2.828,+0.790
3821.279,4,3,+2.791,+0.803
3825.368,4,3,+2.872,+0.836
3828.397,4,3,+2.863,+0.801
3830.91,4,3,+2.778,+0.715
3833.299,4,3,+2.629,+0.574
3835.568,4,3,+2.593,+0.564
3841.295,4,3,+2.683,+0.612
3846.046,4,3,+2.710,+0.600
3848.077,4,3,+2.624,+0.518
3855.309,4,3,+2.706,+0.556
3859.422,4,3,+2.715,+0.565
3864.54,4,3,+2.848,+0.766
3868.466,4,3,+2.833,+0.783
3873.569,4,3,+2.798,+0.753
3875.936,4,3,+2.762,+0.733
3878.779,4,3,+2.793,+0.751
3880.194,4,3,+2.785,+0.746
3882.984,4,3,+2.837,+0.761
3885.828,4,3,+2.789,+0.726
3889.145,4,3,+2.601,+0.581
3890.667,4,3,+2.562,+0.583
3894.856,4,3,+2.714,+0.645
3897.839,4,3,+2.698,+0.610
3900.22,4,3,+2.615,+0.538
3902.697,4,3,+2.443,+0.418
3904.946,4,3,+2.375,+0.389
3910.802,4,3,+2.665,+0.531
3915.461,4,3,+2.593,+0.450
3917.532,4,3,+2.494,+0.374
3924.87,4,3,+2.737,+0.502
3929.019,4,3,+2.750,+0.462
3934.158,4,3,+2.992,+0.700
3938.166,4,3,+3.037,+0.752
3943.345,4,3,+3.057,+0.757
3945.706,4,3,+3.028,+0.743
3948.599,4,3,+3.114,+0.785
3949.972,4,3,+3.150,+0.809
3952.843,4,3,+3.184,+0.815
3955.647,4,3,+3.126,+0.763
