Time,Driver,Position,GapToLeader,IntervalToPositionAhead
12.064,81,1,,
46.588,81,1,LAP 1,LAP 1
2767.776,81,2,LAP 1,LAP 1
2767.979,81,3,LAP 1,LAP 1
2768.026,81,4,LAP 1,LAP 1
2768.182,81,5,LAP 1,LAP 1
2768.245,81,6,LAP 1,LAP 1
2768.589,81,7,LAP 1,LAP 1
2768.667,81,8,LAP 1,LAP 1
2768.729,81,9,LAP 1,LAP 1
2768.776,81,10,LAP 1,LAP 1
2768.792,81,11,LAP 1,LAP 1
2768.917,81,12,LAP 1,LAP 1
2769.104,81,13,LAP 1,LAP 1
2769.51,81,1,LAP 1,LAP 1
2846.83,81,1,LAP 2,LAP 2
2931.596,81,1,LAP 3,LAP 3
3016.717,81,1,LAP 4,LAP 4
3101.755,81,1,LAP 5,LAP 5
3186.707,81,1,LAP 6,LAP 6
3271.348,81,1,LAP 7,LAP 7
3356.185,81,1,LAP 8,LAP 8
3440.848,81,1,LAP 9,LAP 9
3525.758,81,1,LAP 10,LAP 10
3610.516,81,1,LAP 11,LAP 11
3695.517,81,1,LAP 12,LAP 12
3780.525,81,1,LAP 13,LAP 13
3865.404,81,1,LAP 14,LAP 14
3950.36,81,1,LAP 15,LAP 15
4035.332,81,1,LAP 16,LAP 16
4119.868,81,1,LAP 17,LAP 17
4203.983,81,1,LAP 18,LAP 18
4288.033,81,1,LAP 19,LAP 19
12.064,63,2,,
2767.776,63,3,,
2767.776,63,3,,+0.262
2767.979,63,4,,+0.262
2768.026,63,5,,+0.262
2768.182,63,6,,+0.262
2768.245,63,7,,+0.262
2768.589,63,8,,+0.262
2768.667,63,9,,+0.262
2768.729,63,10,,+0.262
2768.776,63,11,,+0.262
2768.792,63,12,,+0.262
2768.917,63,13,,+0.262
2769.104,63,14,,+0.262
2769.76,63,2,,+0.262
2769.885,63,2,+0.252,+0.252
2775.385,63,2,+0.487,+0.487
2780.401,63,2,+0.653,+0.653
2783.901,63,2,+0.700,+0.700
2787.083,63,2,+0.702,+0.702
2791.951,63,2,+0.888,+0.888
2793.9,63,2,+0.891,+0.891
2800.688,63,2,+1.007,+1.007
2803.465,63,2,+0.955,+0.955
2808.276,63,2,+1.072,+1.072
2814.328,63,2,+1.089,+1.089
2820.276,63,2,+1.209,+1.209
2822.775,63,2,+1.217,+1.217
2826.673,63,2,+1.231,+1.231
2829.376,63,2,+1.259,+1.259
2833.149,63,2,+1.314,+1.314
2835.612,63,2,+1.372,+1.372
2840.064,63,2,+1.406,+1.406
2843.554,63,2,+1.314,+1.314
2847.094,63,2,+1.281,+1.281
2848.054,63,2,+1.274,+1.274
2851.211,63,2,+1.241,+1.241
2853.826,63,2,+1.267,+1.267
2855.746,63,2,+1.315,+1.315
2860.823,63,2,+1.349,+1.349
2865.647,63,2,+1.377,+1.377
2869.112,63,2,+1.389,+1.389
2872.299,63,2,+1.367,+1.367
2876.976,63,2,+1.315,+1.315
2878.9,63,2,+1.293,+1.293
2885.787,63,2,+1.382,+1.382
2888.577,63,2,+1.384,+1.384
2893.272,63,2,+1.418,+1.418
2895.866,63,2,+1.425,+1.425
2899.382,63,2,+1.377,+1.377
2905.159,63,2,+1.480,+1.480
2907.721,63,2,+1.487,+1.487
2911.55,63,2,+1.404,+1.404
2914.19,63,2,+1.318,+1.318
2918.081,63,2,+1.330,+1.330
2920.581,63,2,+1.339,+1.339
2925.05,63,2,+1.350,+1.350
2928.565,63,2,+1.291,+1.291
2932.143,63,2,+1.278,+1.278
2932.878,63,2,+1.273,+1.273
2935.862,63,2,+1.238,+1.238
2938.722,63,2,+1.188,+1.188
2940.564,63,2,+1.148,+1.148
2945.657,63,2,+1.249,+1.249
2950.58,63,2,+1.288,+1.288
2953.989,63,2,+1.280,+1.280
2957.2,63,2,+1.227,+1.227
2961.899,63,2,+1.209,+1.209
2963.852,63,2,+1.184,+1.184
2970.852,63,2,+1.355,+1.355
2973.68,63,2,+1.339,+1.339
2978.43,63,2,+1.362,+1.362
2981.008,63,2,+1.368,+1.368
2984.493,63,2,+1.280,+1.280
2990.305,63,2,+1.347,+1.347
2992.89,63,2,+1.342,+1.342
2996.78,63,2,+1.328,+1.328
2999.499,63,2,+1.274,+1.274
3003.391,63,2,+1.311,+1.311
3005.824,63,2,+1.318,+1.318
3010.236,63,2,+1.293,+1.293
3013.729,63,2,+1.304,+1.304
3017.355,63,2,+1.326,+1.326
3018.077,63,2,+1.324,+1.324
3021.066,63,2,+1.293,+1.293
3023.968,63,2,+1.244,+1.244
3025.731,63,2,+1.206,+1.206
3030.835,63,2,+1.255,+1.255
3035.717,63,2,+1.314,+1.314
3039.386,63,2,+1.324,+1.324
3042.368,63,2,+1.287,+1.287
3047.095,63,2,+1.268,+1.268
3049.012,63,2,+1.250,+1.250
3055.944,63,2,+1.375,+1.375
3058.777,63,2,+1.378,+1.378
3063.579,63,2,+1.493,+1.493
3066.202,63,2,+1.489,+1.489
3069.655,63,2,+1.391,+1.391
3075.548,63,2,+1.533,+1.533
3078.105,63,2,+1.546,+1.546
3081.887,63,2,+1.448,+1.448
3084.567,63,2,+1.418,+1.418
3088.416,63,2,+1.469,+1.469
3090.878,63,2,+1.514,+1.514
3095.328,63,2,+1.507,+1.507
3098.755,63,2,+1.435,+1.435
3102.331,63,2,+1.418,+1.418
3103.047,63,2,+1.413,+1.413
3106.069,63,2,+1.379,+1.379
3108.96,63,2,+1.334,+1.334
3110.741,63,2,+1.289,+1.289
3115.835,63,2,+1.323,+1.323
3120.71,63,2,+1.381,+1.381
3124.163,63,2,+1.417,+1.417
3127.366,63,2,+1.377,+1.377
3132.069,63,2,+1.397,+1.397
3133.977,63,2,+1.359,+1.359
3141.013,63,2,+1.538,+1.538
3143.864,63,2,+1.547,+1.547
3148.655,63,2,+1.633,+1.633
3151.267,63,2,+1.619,+1.619
3154.73,63,2,+1.489,+1.489
3160.578,63,2,+1.591,+1.591
3163.165,63,2,+1.604,+1.604
3166.941,63,2,+1.529,+1.529
3169.598,63,2,+1.484,+1.484
3173.379,63,2,+1.448,+1.448
3175.785,63,2,+1.410,+1.410
3180.238,63,2,+1.426,+1.426
3183.691,63,2,+1.318,+1.318
3187.254,63,2,+1.308,+1.308
3188.019,63,2,+1.303,+1.303
3190.978,63,2,+1.271,+1.271
3193.932,63,2,+1.228,+1.228
3195.705,63,2,+1.197,+1.197
3200.666,63,2,+1.225,+1.225
3205.529,63,2,+1.257,+1.257
3208.938,63,2,+1.265,+1.265
3212.11,63,2,+1.200,+1.200
3216.82,63,2,+1.220,+1.220
3218.742,63,2,+1.189,+1.189
3225.804,63,2,+1.465,+1.465
3228.695,63,2,+1.494,+1.494
3233.429,63,2,+1.595,+1.595
3236.038,63,2,+1.574,+1.574
3239.492,63,2,+1.475,+1.475
3245.398,63,2,+1.668,+1.668
3247.976,63,2,+1.688,+1.688
3251.773,63,2,+1.607,+1.607
3254.429,63,2,+1.554,+1.554
3258.21,63,2,+1.555,+1.555
3260.664,63,2,+1.576,+1.576
3265.101,63,2,+1.627,+1.627
3268.539,63,2,+1.554,+1.554
3272.13,63,2,+1.531,+1.531
3272.87,63,2,+1.525,+1.525
3275.845,63,2,+1.490,+1.490
3278.725,63,2,+1.446,+1.446
3280.517,63,2,+1.416,+1.416
3285.629,63,2,+1.523,+1.523
3290.579,63,2,+1.656,+1.656
3294.004,63,2,+1.678,+1.678
3297.203,63,2,+1.654,+1.654
3301.813,63,2,+1.579,+1.579
3303.713,63,2,+1.525,+1.525
3310.706,63,2,+1.674,+1.674
3313.53,63,2,+1.685,+1.685
3318.379,63,2,+1.802,+1.802
3320.994,63,2,+1.799,+1.799
3324.482,63,2,+1.673,+1.673
3330.378,63,2,+1.833,+1.833
3332.98,63,2,+1.853,+1.853
3336.767,63,2,+1.801,+1.801
3339.429,63,2,+1.711,+1.711
3343.157,63,2,+1.633,+1.633
3345.586,63,2,+1.620,+1.620
3349.985,63,2,+1.658,+1.658
3353.54,63,2,+1.675,+1.675
3357.125,63,2,+1.678,+1.678
3357.815,63,2,+1.676,+1.676
3360.819,63,2,+1.650,+1.650
3363.701,63,2,+1.612,+1.612
3365.476,63,2,+1.582,+1.582
3370.577,63,2,+1.671,+1.671
3375.464,63,2,+1.712,+1.712
3378.855,63,2,+1.686,+1.686
3382.073,63,2,+1.655,+1.655
3386.667,63,2,+1.548,+1.548
3388.542,63,2,+1.493,+1.493
3395.579,63,2,+1.651,+1.651
3398.431,63,2,+1.654,+1.654
3403.295,63,2,+1.789,+1.789
3405.874,63,2,+1.787,+1.787
3409.379,63,2,+1.748,+1.748
3415.331,63,2,+1.917,+1.917
3417.861,63,2,+1.932,+1.932
3421.658,63,2,+1.876,+1.876
3424.283,63,2,+1.815,+1.815
3428.064,63,2,+1.821,+1.821
3430.502,63,2,+1.832,+1.832
3434.896,63,2,+1.836,+1.836
3438.379,63,2,+1.805,+1.805
3442.645,63,2,+1.802,+1.802
3445.652,63,2,+1.774,+1.774
3448.549,63,2,+1.733,+1.733
3450.33,63,2,+1.707,+1.707
3455.414,63,2,+1.776,+1.776
3460.257,63,2,+1.765,+1.765
3463.679,63,2,+1.794,+1.794
3466.857,63,2,+1.752,+1.752
3471.529,63,2,+1.733,+1.733
3473.429,63,2,+1.672,+1.672
3480.431,63,2,+1.787,+1.787
3483.236,63,2,+1.781,+1.781
3488.086,63,2,+1.850,+1.850
3490.727,63,2,+1.860,+1.860
3494.193,63,2,+1.793,+1.793
3500.157,63,2,+1.977,+1.977
3502.733,63,2,+1.995,+1.995
3506.549,63,2,+1.960,+1.960
3509.195,63,2,+1.926,+1.926
3512.969,63,2,+1.884,+1.884
3515.38,63,2,+1.856,+1.856
3519.814,63,2,+1.899,+1.899
3523.305,63,2,+1.868,+1.868
3526.893,63,2,+1.847,+1.847
3527.558,63,2,+1.841,+1.841
3530.575,63,2,+1.807,+1.807
3533.481,63,2,+1.767,+1.767
3535.388,63,2,+1.739,+1.739
3540.325,63,2,+1.790,+1.790
3545.231,63,2,+1.835,+1.835
3548.653,63,2,+1.838,+1.838
3551.825,63,2,+1.803,+1.803
3556.516,63,2,+1.842,+1.842
3558.404,63,2,+1.790,+1.790
3565.47,63,2,+2.007,+2.007
3568.25,63,2,+2.008,+2.008
3573.067,63,2,+2.097,+2.097
3575.703,63,2,+2.091,+2.091
3579.216,63,2,+2.002,+2.002
3585.105,63,2,+2.111,+2.111
3587.666,63,2,+2.115,+2.115
3591.471,63,2,+2.094,+2.094
3594.121,63,2,+2.086,+2.086
3597.871,63,2,+2.082,+2.082
3600.293,63,2,+2.074,+2.074
3604.7,63,2,+2.117,+2.117
3608.172,63,2,+2.000,+2.000
3611.719,63,2,+1.973,+1.973
3612.438,63,2,+1.967,+1.967
3615.453,63,2,+1.933,+1.933
3618.344,63,2,+1.892,+1.892
3620.11,63,2,+1.861,+1.861
3625.235,63,2,+1.931,+1.931
3630.141,63,2,+2.012,+2.012
3633.563,63,2,+2.021,+2.021
3636.747,63,2,+1.999,+1.999
3641.43,63,2,+1.913,+1.913
3643.343,63,2,+1.877,+1.877
3650.402,63,2,+2.104,+2.104
3653.234,63,2,+2.110,+2.110
3658.069,63,2,+2.175,+2.175
3660.727,63,2,+2.186,+2.186
3664.174,63,2,+2.120,+2.120
3670.08,63,2,+2.256,+2.256
3672.667,63,2,+2.268,+2.268
3676.481,63,2,+2.239,+2.239
3679.138,63,2,+2.182,+2.182
3682.888,63,2,+2.128,+2.128
3685.306,63,2,+2.125,+2.125
3689.722,63,2,+2.157,+2.157
3693.218,63,2,+2.047,+2.047
3696.781,63,2,+2.019,+2.019
3697.496,63,2,+2.013,+2.013
3700.532,63,2,+1.979,+1.979
3703.358,63,2,+1.937,+1.937
3705.162,63,2,+1.910,+1.910
3710.289,63,2,+1.994,+1.994
3715.269,63,2,+2.093,+2.093
3718.691,63,2,+2.119,+2.119
3721.847,63,2,+2.089,+2.089
3726.488,63,2,+2.063,+2.063
3728.425,63,2,+1.998,+1.998
3735.454,63,2,+2.132,+2.132
3738.202,63,2,+2.103,+2.103
3743.098,63,2,+2.196,+2.196
3745.727,63,2,+2.197,+2.197
3749.182,63,2,+2.085,+2.085
3755.119,63,2,+2.240,+2.240
3757.666,63,2,+2.258,+2.258
3761.478,63,2,+2.177,+2.177
3764.056,63,2,+2.086,+2.086
3767.791,63,2,+2.021,+2.021
3770.213,63,2,+2.020,+2.020
3774.666,63,2,+2.078,+2.078
3778.197,63,2,+2.038,+2.038
3781.775,63,2,+2.007,+2.007
