Time,Driver,Position,GapToLeader,IntervalToPositionAhead
5.969,16,1,LAP 1,LAP 1
2825.217,16,1,LAP 2,LAP 2
2955.2,16,1,LAP 3,LAP 3
3106.026,16,1,LAP 4,LAP 4
3277.806,16,1,LAP 5,LAP 5
3462.694,16,1,LAP 6,LAP 6
3567.896,16,1,LAP 7,LAP 7
3672.692,16,1,LAP 8,LAP 8
3676.957,16,2,LAP 8,LAP 8
3677.129,16,2,+0.217,+0.217
3682.488,16,2,+0.229,+0.229
3687.145,16,2,+0.441,+0.441
3692.801,16,2,+0.354,+0.354
3697.769,16,2,+0.399,+0.399
3702.426,16,2,+0.572,+0.572
3707.207,16,2,+0.639,+0.639
3710.379,16,2,+0.617,+0.617
3716.566,16,2,+0.798,+0.798
3720.004,16,2,+0.747,+0.747
3726.3,16,2,+0.759,+0.759
3730.691,16,2,+1.010,+1.010
3735.847,16,2,+1.003,+1.003
3739.613,16,2,+1.022,+1.022
3743.097,16,2,+1.021,+1.021
3745.613,16,2,+0.936,+0.936
3748.55,16,2,+0.917,+0.917
3752.628,16,2,+0.848,+0.848
3757.191,16,2,+0.885,+0.885
3761.394,16,2,+0.868,+0.868
3764.487,16,2,+0.834,+0.834
3767.878,16,2,+0.791,+0.791
3770.05,16,2,+0.766,+0.766
3774.503,16,2,+0.695,+0.695
3778.065,16,2,+0.581,+0.581
3782.19,16,2,+0.474,+0.474
3787.409,16,2,+0.507,+0.507
3791.956,16,2,+0.682,+0.682
3797.581,16,2,+0.623,+0.623
3802.331,16,2,+0.532,+0.532
3806.893,16,2,+0.661,+0.661
3811.581,16,2,+0.672,+0.672
3814.768,16,2,+0.678,+0.678
3820.909,16,2,+0.844,+0.844
3824.315,16,2,+0.805,+0.805
3830.705,16,2,+0.957,+0.957
3834.955,16,2,+1.124,+1.124
3840.143,16,2,+1.130,+1.130
3843.908,16,2,+1.150,+1.150
3847.33,16,2,+1.133,+1.133
3849.783,16,2,+1.020,+1.020
3852.752,16,2,+1.081,+1.081
3856.814,16,2,+0.998,+0.998
3861.33,16,2,+1.107,+1.107
3865.58,16,2,+1.089,+1.089
3868.627,16,2,+1.059,+1.059
3872.002,16,2,+1.020,+1.020
3874.174,16,2,+0.996,+0.996
3878.658,16,2,+0.939,+0.939
3882.33,16,2,+0.923,+0.923
3886.486,16,2,+0.922,+0.922
