Time,Driver,Position,GapToLeader,IntervalToPositionAhead
10.21,4,1,,
95.827,4,1,LAP 1,LAP 1
2746.535,4,2,LAP 1,LAP 1
2746.584,4,2,+0.022,+0.022
2748.996,4,2,+0.014,+0.014
2754.359,4,2,+0.096,+0.096
2760.792,4,3,+0.096,+0.096
2761.155,4,4,+0.096,+0.096
2761.667,4,5,+0.096,+0.096
2761.813,4,6,+0.096,+0.096
2761.94,4,7,+0.096,+0.096
2762.434,4,7,+1.551,+0.174
2766.109,4,7,+1.454,+0.132
2769.066,4,7,+1.363,+0.124
2775.85,4,7,+1.586,+0.042
2780.951,4,7,+1.477,+0.004
2785.839,4,7,+1.955,+0.001
2791.042,4,7,+2.403,+0.131
2796.429,4,7,+3.095,+0.350
2800.803,4,7,+3.223,+0.309
2808.133,4,7,+4.114,+0.716
2813.636,4,7,+3.990,+0.692
2818.021,4,7,+3.814,+0.596
2822.856,4,7,+3.743,+0.578
2826.672,4,7,+3.722,+0.597
2834.448,4,7,+4.107,+0.790
2839.868,4,7,+4.223,+0.784
2840.97,4,7,+4.240,+0.808
2845.803,4,7,+4.345,+0.999
2850.183,4,7,+4.223,+1.042
2851.402,4,7,+4.150,+1.048
2853.756,4,7,+4.161,+0.992
2858.872,4,7,+4.114,+0.527
2864.986,4,7,+4.510,+0.801
2869.409,4,7,+4.463,+0.684
2872.407,4,7,+4.457,+0.696
2878.807,4,7,+4.579,+0.751
2884.263,4,7,+4.503,+0.682
2889.021,4,7,+4.903,+0.649
2894.056,4,7,+5.065,+0.624
2898.925,4,7,+4.959,+0.559
2903.126,4,7,+4.868,+0.489
2910.061,4,7,+5.227,+0.682
2915.582,4,7,+5.240,+0.610
2919.945,4,7,+5.169,+0.501
2924.732,4,7,+5.096,+0.441
2928.358,4,7,+4.889,+0.387
2935.989,4,7,+5.003,+0.546
2941.408,4,7,+5.084,+0.507
2942.543,4,7,+5.119,+0.563
2947.228,4,7,+5.139,+0.690
2951.406,4,7,+4.882,+0.694
2952.539,4,7,+4.795,+0.690
2954.911,4,7,+4.863,+0.714
2960.234,4,7,+5.048,+0.687
2966.161,4,7,+5.053,+0.527
2970.483,4,7,+4.881,+0.212
2973.434,4,7,+4.807,+0.159
2979.782,4,7,+4.993,+0.220
2985.24,4,7,+4.878,+0.131
2990.185,4,7,+5.432,+0.375
2995.378,4,7,+5.759,+0.546
3000.389,4,7,+5.713,+0.393
3004.543,4,7,+5.685,+0.326
3011.353,4,7,+5.950,+0.581
3017.064,4,7,+5.987,+0.560
3021.454,4,7,+5.951,+0.560
3026.197,4,7,+5.884,+0.538
3029.816,4,7,+5.710,+0.540
3037.481,4,7,+5.931,+0.690
3042.957,4,7,+6.049,+0.634
3043.932,4,7,+6.063,+0.643
3048.481,4,7,+5.986,+0.638
3052.648,4,7,+5.697,+0.605
3053.785,4,7,+5.606,+0.593
3056.061,4,7,+5.668,+0.709
3061.548,4,7,+5.935,+0.710
3067.358,4,7,+5.896,+0.563
3071.73,4,7,+5.698,+0.448
3074.732,4,7,+5.673,+0.431
3081.272,4,7,+6.012,+0.651
3086.747,4,7,+5.949,+0.560
3091.488,4,7,+6.318,+0.558
3096.527,4,7,+6.546,+0.606
3101.516,4,7,+6.544,+0.625
3105.764,4,7,+6.509,+0.603
3112.445,4,7,+6.596,+0.664
3118.162,4,7,+6.629,+0.663
3122.504,4,7,+6.534,+0.576
3127.261,4,7,+6.467,+0.540
3131.196,4,7,+6.294,+0.513
3138.464,4,7,+6.479,+0.638
3143.904,4,7,+6.468,+0.552
3144.925,4,7,+6.484,+0.568
3149.447,4,7,+6.456,+0.586
3153.56,4,7,+6.190,+0.554
3154.818,4,7,+6.097,+0.539
3156.945,4,7,+6.106,+0.553
3162.455,4,7,+6.312,+0.556
3168.451,4,7,+6.394,+0.604
3172.918,4,7,+6.217,+0.562
3176.013,4,7,+6.194,+0.561
3182.405,4,7,+6.477,+0.692
3187.962,4,7,+6.475,+0.646
3192.704,4,7,+6.714,+0.528
3197.861,4,7,+7.009,+0.615
3202.933,4,7,+6.891,+0.665
3207.207,4,7,+6.798,+0.617
3213.865,4,7,+6.869,+0.752
3219.674,4,7,+6.890,+0.805
3224.066,4,7,+6.826,+0.773
3228.837,4,7,+6.763,+0.737
3232.508,4,7,+6.591,+0.712
3240.035,4,7,+6.720,+0.889
3245.548,4,7,+6.832,+0.878
3246.521,4,7,+6.863,+0.906
3251.092,4,7,+6.830,+0.922
3255.216,4,7,+6.595,+0.784
3256.365,4,7,+6.507,+0.717
3258.522,4,7,+6.502,+0.649
3263.982,4,7,+6.536,+0.729
3270.004,4,7,+6.627,+0.579
3274.405,4,7,+6.453,+0.513
3277.431,4,7,+6.453,+0.522
3283.815,4,7,+6.666,+0.637
3289.442,4,7,+6.622,+0.692
3294.052,4,7,+6.761,+0.748
3299.109,4,7,+6.898,+0.891
3304.069,4,7,+6.801,+0.817
3308.321,4,7,+6.728,+0.761
3314.963,4,7,+6.761,+0.738
3320.773,4,7,+6.658,+0.817
3325.155,4,7,+6.549,+0.736
3329.918,4,7,+6.481,+0.713
3333.56,4,7,+6.293,+0.684
3341.203,4,7,+6.312,+0.697
3346.599,4,7,+6.418,+0.723
3347.505,4,7,+6.413,+0.702
3352.034,4,7,+6.347,+0.719
3356.174,4,7,+6.084,+0.724
3357.374,4,7,+5.998,+0.717
3359.576,4,7,+6.084,+0.721
3365.195,4,7,+6.285,+0.617
3371.121,4,7,+6.127,+0.641
3375.708,4,7,+6.070,+0.706
3378.724,4,7,+6.074,+0.723
3385.148,4,7,+6.309,+0.912
3390.76,4,7,+6.266,+0.880
3395.385,4,7,+6.442,+0.903
3400.47,4,7,+6.584,+0.879
3405.556,4,7,+6.538,+0.860
3409.795,4,7,+6.477,+0.844
3416.491,4,7,+6.564,+0.813
3422.17,4,7,+6.465,+0.774
3426.595,4,7,+6.382,+0.735
3431.367,4,7,+6.317,+0.723
3435.029,4,7,+6.149,+0.724
3442.574,4,7,+6.180,+0.716
