Time,Driver,Position,GapToLeader,IntervalToPositionAhead
7.087,81,1,,
458.315,81,1,LAP 1,LAP 1
2872.168,81,2,LAP 1,LAP 1
2872.297,81,2,+0.038,+0.038
2876.134,81,2,+0.283,+0.283
2880.312,81,2,+0.438,+0.438
2883.869,81,2,+0.536,+0.536
2887.414,81,2,+0.563,+0.563
2891.467,81,2,+0.558,+0.558
2895.211,81,2,+0.544,+0.544
2899.366,81,2,+0.497,+0.497
2903.111,81,2,+0.464,+0.464
2906.704,81,2,+0.442,+0.442
2911.222,81,2,+0.507,+0.507
2915.41,81,2,+0.601,+0.601
2919.293,81,2,+0.595,+0.595
2924.912,81,2,+0.610,+0.610
2927.345,81,2,+0.603,+0.603
2930.312,81,2,+0.590,+0.590
2934.104,81,2,+0.566,+0.566
2937.91,81,2,+0.521,+0.521
2943.525,81,2,+0.672,+0.672
2947.413,81,2,+0.640,+0.640
2948.327,81,2,+0.626,+0.626
2952.693,81,2,+0.638,+0.638
2958.581,81,2,+0.673,+0.673
2962.769,81,2,+0.620,+0.620
2966.034,81,2,+0.575,+0.575
2968.312,81,2,+0.551,+0.551
2971.615,81,2,+0.516,+0.516
2974.57,81,2,+0.460,+0.460
2978.581,81,2,+0.300,+0.300
2982.152,81,2,+0.410,+0.410
2986.552,81,2,+0.570,+0.570
2989.724,81,2,+0.560,+0.560
2993.505,81,2,+0.536,+0.536
2997.634,81,2,+0.501,+0.501
3001.413,81,2,+0.472,+0.472
3005.534,81,2,+0.420,+0.420
3009.354,81,2,+0.453,+0.453
3012.971,81,2,+0.429,+0.429
3017.486,81,2,+0.481,+0.481
3021.707,81,2,+0.551,+0.551
3025.525,81,2,+0.545,+0.545
3031.17,81,2,+0.569,+0.569
3033.534,81,2,+0.562,+0.562
3036.612,81,2,+0.550,+0.550
3040.335,81,2,+0.529,+0.529
3044.1,81,2,+0.500,+0.500
3049.772,81,2,+0.582,+0.582
3053.569,81,2,+0.557,+0.557
3054.554,81,2,+0.541,+0.541
