Time,Driver,Position,GapToLeader,IntervalToPositionAhead
4.624,33,1,LAP 1,LAP 1
2131.463,33,2,LAP 1,LAP 1
2131.599,33,2,+0.134,+0.134
2135.671,33,2,+0.336,+0.336
2138.546,33,2,+0.530,+0.530
2141.537,33,2,+0.604,+0.604
2144.293,33,2,+0.619,+0.619
2146.303,33,2,+0.610,+0.610
2152.589,33,3,+0.610,+0.610
2152.93,33,3,+1.214,+0.064
2156.713,33,3,+1.428,+0.211
2158.632,33,3,+1.410,+0.214
2163.374,33,3,+1.572,+0.441
2168.505,33,3,+1.783,+0.569
2173.914,33,3,+1.941,+0.740
2180.268,33,3,+1.885,+0.678
2184.55,33,3,+1.881,+0.604
2191.009,33,3,+1.981,+0.513
2194.12,33,3,+1.976,+0.498
2197.997,33,3,+1.885,+0.445
2199.078,33,3,+1.854,+0.430
2201.563,33,3,+1.760,+0.381
2203.981,33,3,+1.637,+0.328
2206.055,33,3,+1.679,+0.398
2210.108,33,3,+2.001,+0.375
2212.705,33,3,+2.101,+0.447
2215.602,33,3,+2.118,+0.445
2218.211,33,3,+2.073,+0.409
2220.245,33,3,+1.995,+0.373
2226.282,33,3,+2.200,+0.438
2230.205,33,3,+2.166,+0.404
2232.036,33,3,+2.067,+0.387
2236.613,33,3,+2.038,+0.369
2241.677,33,3,+2.231,+0.471
2247.03,33,3,+2.363,+0.567
2253.528,33,3,+2.406,+0.573
2257.999,33,3,+2.332,+0.504
2264.589,33,3,+2.618,+0.589
2267.702,33,3,+2.627,+0.582
2271.675,33,3,+2.566,+0.525
2272.739,33,3,+2.534,+0.504
2275.257,33,3,+2.445,+0.442
2277.557,33,3,+2.362,+0.391
2279.675,33,3,+2.384,+0.466
2283.593,33,3,+2.526,+0.450
2286.223,33,3,+2.655,+0.474
2289.058,33,3,+2.680,+0.472
2291.693,33,3,+2.610,+0.396
2293.637,33,3,+2.493,+0.290
2299.714,33,3,+2.785,+0.481
2303.629,33,3,+2.798,+0.471
2305.399,33,3,+2.717,+0.442
2310.363,33,3,+2.705,+0.430
2315.073,33,3,+2.783,+0.446
2320.243,33,3,+2.738,+0.362
2326.822,33,3,+2.852,+0.488
2331.17,33,3,+2.702,+0.345
2337.898,33,3,+3.023,+0.418
2340.981,33,3,+3.004,+0.367
2344.808,33,3,+2.869,+0.236
2345.846,33,3,+2.791,+0.167
2348.249,33,2,+2.791,+0.167
2348.257,33,2,+2.586,+2.586
2350.494,33,2,+2.431,+2.431
2352.369,33,2,+2.337,+2.337
2356.196,33,2,+2.338,+2.338
2358.751,33,2,+2.355,+2.355
2361.617,33,2,+2.377,+2.377
2364.336,33,2,+2.390,+2.390
2366.445,33,2,+2.391,+2.391
2372.302,33,2,+2.529,+2.529
2376.164,33,2,+2.516,+2.516
2378.006,33,2,+2.512,+2.512
2382.555,33,2,+2.445,+2.445
2387.48,33,2,+2.415,+2.415
2392.571,33,2,+2.444,+2.444
2398.956,33,2,+2.415,+2.415
2403.342,33,2,+2.357,+2.357
2409.866,33,2,+2.406,+2.406
2412.959,33,2,+2.428,+2.428
2416.924,33,2,+2.440,+2.440
2418.005,33,2,+2.439,+2.439
2420.689,33,2,+2.426,+2.426
2423.005,33,2,+2.418,+2.418
2425.035,33,2,+2.395,+2.395
2428.735,33,2,+2.436,+2.436
2431.335,33,2,+2.433,+2.433
2434.157,33,2,+2.413,+2.413
2436.909,33,2,+2.423,+2.423
2438.959,33,2,+2.417,+2.417
2444.752,33,2,+2.412,+2.412
2448.55,33,2,+2.403,+2.403
2450.413,33,2,+2.366,+2.366
2454.845,33,2,+2.140,+2.140
2459.831,33,2,+2.131,+2.131
2464.942,33,2,+2.119,+2.119
2471.436,33,2,+2.143,+2.143
2475.851,33,2,+2.169,+2.169
2482.404,33,2,+2.228,+2.228
2485.439,33,2,+2.250,+2.250
2489.47,33,2,+2.265,+2.265
2493.135,33,2,+2.260,+2.260
2495.471,33,2,+2.247,+2.247
2497.464,33,2,+2.195,+2.195
2501.433,33,2,+2.263,+2.263
2506.55,33,2,+2.248,+2.248
2509.26,33,2,+2.259,+2.259
2511.363,33,2,+2.260,+2.260
2517.09,33,2,+2.380,+2.380
2520.994,33,2,+2.365,+2.365
2522.845,33,2,+2.348,+2.348
2527.204,33,2,+2.161,+2.161
2532.048,33,2,+2.091,+2.091
2537.213,33,2,+2.072,+2.072
2543.618,33,2,+1.959,+1.959
2548.038,33,2,+1.933,+1.933
2554.523,33,2,+2.011,+2.011
2557.611,33,2,+2.026,+2.026
2561.638,33,2,+2.032,+2.032
2562.686,33,2,+2.028,+2.028
2565.263,33,2,+2.017,+2.017
2567.666,33,2,+2.009,+2.009
2569.598,33,2,+2.033,+2.033
2573.417,33,2,+2.096,+2.096
2575.926,33,2,+2.111,+2.111
2578.808,33,2,+2.089,+2.089
2581.543,33,2,+2.092,+2.092
2583.583,33,2,+2.076,+2.076
2589.382,33,2,+2.124,+2.124
2593.18,33,2,+2.115,+2.115
2595.025,33,2,+2.068,+2.068
2599.57,33,2,+1.989,+1.989
2604.496,33,2,+1.863,+1.863
2609.589,33,2,+1.867,+1.867
2616.0,33,2,+1.775,+1.775
2620.419,33,2,+1.756,+1.756
2626.961,33,2,+1.907,+1.907
2630.098,33,2,+1.927,+1.927
2634.117,33,2,+1.930,+1.930
2635.159,33,2,+1.932,+1.932
2637.715,33,2,+1.927,+1.927
2640.173,33,2,+1.902,+1.902
2642.049,33,2,+1.829,+1.829
2645.849,33,2,+1.871,+1.871
2648.573,33,2,+1.903,+1.903
2651.217,33,2,+1.877,+1.877
2654.012,33,2,+1.885,+1.885
2656.002,33,2,+1.880,+1.880
2661.832,33,2,+1.971,+1.971
2665.721,33,2,+1.952,+1.952
2667.546,33,2,+1.919,+1.919
2671.986,33,2,+1.842,+1.842
2676.821,33,2,+1.814,+1.814
2681.962,33,2,+1.823,+1.823
2688.457,33,2,+1.822,+1.822
2692.799,33,2,+1.828,+1.828
2699.241,33,2,+1.853,+1.853
2702.414,33,2,+1.873,+1.873
2706.333,33,2,+1.877,+1.877
2707.416,33,2,+1.875,+1.875
2709.98,33,2,+1.864,+1.864
2712.339,33,2,+1.844,+1.844
2714.231,33,2,+1.832,+1.832
2718.026,33,2,+1.882,+1.882
2720.658,33,2,+1.900,+1.900
2723.428,33,2,+1.863,+1.863
2726.207,33,2,+1.872,+1.872
2728.24,33,2,+1.864,+1.864
2733.942,33,2,+1.832,+1.832
2737.818,33,2,+1.811,+1.811
2739.651,33,2,+1.774,+1.774
2744.165,33,2,+1.640,+1.640
2748.962,33,2,+1.568,+1.568
2754.073,33,2,+1.617,+1.617
2760.529,33,2,+1.528,+1.528
2765.054,33,2,+1.555,+1.555
2771.38,33,2,+1.529,+1.529
2774.495,33,2,+1.537,+1.537
2778.444,33,2,+1.532,+1.532
2779.561,33,2,+1.528,+1.528
2782.074,33,2,+1.514,+1.514
