Time,Driver,Position,GapToLeader,IntervalToPositionAhead
3.773,1,1,,
8.48,1,1,LAP 1,LAP 1
3806.744,1,1,LAP 2,LAP 2
3877.163,1,1,LAP 3,LAP 3
3947.336,1,1,LAP 4,LAP 4
4017.449,1,1,LAP 5,LAP 5
4087.712,1,1,LAP 6,LAP 6
4158.014,1,1,LAP 7,LAP 7
4228.623,1,1,LAP 8,LAP 8
4299.382,1,1,LAP 9,LAP 9
4370.227,1,1,LAP 10,LAP 10
4441.605,1,1,LAP 11,LAP 11
4512.576,1,1,LAP 12,LAP 12
4552.511,1,2,LAP 12,LAP 12
4552.761,1,2,+0.256,+0.256
4557.012,1,2,+0.237,+0.237
4562.434,1,2,+0.533,+0.533
4566.581,1,2,+0.711,+0.711
4571.789,1,2,+0.720,+0.720
4574.261,1,2,+0.674,+0.674
4577.255,1,2,+0.740,+0.740
4578.627,1,2,+0.790,+0.790
4581.538,1,2,+0.795,+0.795
4584.456,1,2,+0.756,+0.756
4587.846,1,2,+0.578,+0.578
4589.427,1,2,+0.568,+0.568
4593.509,1,2,+0.628,+0.628
4596.58,1,2,+0.600,+0.600
4599.036,1,2,+0.511,+0.511
4601.577,1,2,+0.342,+0.342
4603.873,1,2,+0.395,+0.395
4609.51,1,2,+0.538,+0.538
4614.245,1,2,+0.494,+0.494
4616.41,1,2,+0.371,+0.371
4623.894,1,2,+0.678,+0.678
4628.119,1,2,+0.697,+0.697
4633.367,1,2,+0.826,+0.826
4637.488,1,2,+1.004,+1.004
4642.776,1,2,+1.021,+1.021
4645.205,1,2,+1.011,+1.011
4648.984,1,2,+2.014,+2.014
4656.946,1,3,+2.014,+2.014
4672.681,1,4,+2.014,+2.014
4674.477,1,5,+2.014,+2.014
4675.0,1,6,+2.014,+2.014
4675.41,1,7,+2.014,+2.014
4682.922,1,8,+2.014,+2.014
4685.109,1,8,+21.658,+2.204
4688.332,1,8,+21.758,+2.305
4690.927,1,8,+21.784,+2.348
4693.636,1,8,+21.767,+2.383
4696.078,1,8,+21.833,+2.364
4701.482,1,8,+21.822,+2.340
4706.331,1,8,+21.790,+2.272
4708.541,1,8,+21.756,+2.270
4715.638,1,8,+21.690,+1.986
4719.798,1,8,+21.647,+1.960
4724.85,1,8,+21.566,+1.728
4728.9,1,8,+21.603,+1.557
4733.995,1,8,+21.534,+1.440
4736.501,1,8,+21.473,+1.370
4739.384,1,8,+21.473,+0.432
4740.752,1,8,+21.469,+0.432
4743.61,1,8,+21.413,+0.432
4746.547,1,7,+21.413,+0.432
4746.548,1,7,+21.358,+1.995
4749.894,1,7,+21.175,+1.969
4751.387,1,7,+21.125,+1.902
4755.304,1,7,+20.998,+1.613
4758.387,1,7,+20.952,+1.623
4760.924,1,7,+20.918,+1.703
4763.487,1,7,+20.879,+1.834
4765.92,1,7,+20.917,+1.791
4771.29,1,7,+20.759,+1.507
4776.033,1,7,+20.708,+1.504
4778.28,1,7,+20.673,+1.573
4785.343,1,7,+20.600,+1.058
4789.528,1,7,+20.563,+0.962
4794.685,1,7,+20.560,+0.637
4798.691,1,7,+20.649,+0.385
4803.85,1,7,+20.606,+0.187
4806.337,1,7,+20.590,+0.150
4809.59,1,7,+20.963,+0.256
4811.075,1,7,+21.060,+0.246
4814.007,1,7,+21.133,+0.189
4816.881,1,6,+21.133,+0.189
4816.883,1,6,+21.067,+0.147
4820.3,1,6,+20.913,+0.118
4821.966,1,6,+21.066,+0.199
4826.198,1,6,+21.286,+0.241
4829.257,1,6,+21.236,+0.175
4831.7,1,6,+21.121,+0.063
4834.192,1,5,+21.121,+0.063
