Time,Driver,Position,GapToLeader,IntervalToPositionAhead
6.003,1,1,,
6.149,1,1,LAP 1,LAP 1
3736.996,1,2,LAP 1,LAP 1
3737.213,1,3,LAP 1,LAP 1
3737.261,1,3,+0.204,LAP 1
3740.427,1,3,+0.311,LAP 1
3740.439,1,2,+0.311,LAP 1
3745.578,1,2,+0.584,+0.584
3750.883,1,2,+0.627,+0.627
3755.315,1,2,+0.708,+0.708
3761.092,1,2,+0.784,+0.784
3765.31,1,2,+0.780,+0.780
3768.971,1,2,+0.748,+0.748
3772.764,1,2,+0.789,+0.789
3775.489,1,2,+0.796,+0.796
3779.768,1,2,+0.851,+0.851
3783.196,1,2,+0.831,+0.831
3786.493,1,2,+0.855,+0.855
3791.376,1,2,+0.905,+0.905
3794.513,1,2,+0.901,+0.901
3801.29,1,2,+3.628,+3.628
3807.095,1,2,+3.960,+3.960
3815.366,1,2,+2.906,+2.906
3818.337,1,2,+3.159,+3.159
3821.503,1,2,+3.100,+3.100
3827.675,1,2,+1.736,+1.736
3831.394,1,2,+2.050,+2.050
3835.277,1,2,+1.852,+1.852
3841.151,1,2,+1.630,+1.630
3850.884,1,2,+2.260,+2.260
3857.721,1,2,+1.494,+1.494
3865.798,1,2,+1.218,+1.218
3871.166,1,2,+0.589,+0.589
3879.423,1,2,+1.120,+1.120
3889.989,1,2,+1.719,+1.719
3894.941,1,2,+1.131,+1.131
3902.405,1,2,+0.987,+0.987
3906.932,1,2,+0.665,+0.665
3912.931,1,2,+1.737,+1.737
3919.122,1,2,+1.244,+1.244
3923.932,1,2,+1.070,+1.070
3928.606,1,2,+1.685,+1.685
3931.593,1,2,+0.989,+0.989
3941.845,1,2,+1.508,+1.508
3944.872,1,2,+1.665,+1.665
3948.131,1,2,+1.644,+1.644
3955.665,1,2,+1.277,+1.277
3959.857,1,2,+1.022,+1.022
3964.622,1,2,+1.498,+1.498
3972.203,1,2,+1.273,+1.273
3980.147,1,2,+1.055,+1.055
3987.129,1,2,+1.203,+1.203
3996.085,1,2,+1.199,+1.199
4002.011,1,2,+0.743,+0.743
4009.282,1,2,+0.851,+0.851
4019.453,1,2,+1.147,+1.147
4024.692,1,2,+0.570,+0.570
4033.453,1,2,+1.782,+1.782
4037.708,1,2,+1.134,+1.134
4042.855,1,2,+0.961,+0.961
4050.188,1,2,+1.368,+1.368
4053.891,1,2,+1.253,+1.253
4058.719,1,2,+1.833,+1.833
4061.987,1,2,+1.005,+1.005
4071.413,1,2,+1.821,+1.821
4074.155,1,2,+1.213,+1.213
4077.424,1,2,+0.714,+0.714
4085.88,1,2,+0.827,+0.827
4090.126,1,2,+1.455,+1.455
4094.198,1,2,+0.725,+0.725
4102.241,1,2,+1.315,+1.315
4110.657,1,2,+1.357,+1.357
4117.288,1,2,+1.124,+1.124
4126.115,1,2,+1.173,+1.173
4131.784,1,2,+0.989,+0.989
4137.867,1,2,+1.087,+1.087
4144.171,1,2,+1.024,+1.024
4148.219,1,2,+0.642,+0.642
4155.782,1,2,+1.334,+1.334
4162.154,1,2,+0.607,+0.607
4171.929,1,2,+0.889,+0.889
4181.309,1,2,+0.672,+0.672
4189.651,1,2,+0.504,+0.504
4197.604,1,2,+0.444,+0.444
4203.582,1,2,+0.370,+0.370
4209.699,1,2,+0.624,+0.624
4211.897,1,2,+0.652,+0.652
4214.582,1,2,+0.651,+0.651
4220.524,1,2,+0.583,+0.583
4222.612,1,2,+0.524,+0.524
4225.522,1,2,+0.519,+0.519
4230.314,1,2,+0.665,+0.665
4235.603,1,2,+0.713,+0.713
4239.84,1,2,+0.879,+0.879
4245.556,1,2,+0.902,+0.902
4249.752,1,2,+0.911,+0.911
4253.436,1,2,+0.869,+0.869
