Time,Driver,Position,GapToLeader,IntervalToPositionAhead
1.969,1,1,,
3.031,1,1,LAP 1,LAP 1
5581.61,1,1,LAP 2,LAP 2
5599.313,1,2,LAP 2,LAP 2
5607.563,1,2,+1.005,+1.005
5612.641,1,2,+1.539,+1.539
5616.031,1,2,+1.521,+1.521
5618.625,1,2,+1.587,+1.587
5622.141,1,2,+1.566,+1.566
5625.375,1,2,+1.474,+1.474
5629.656,1,2,+1.344,+1.344
5633.812,1,2,+1.414,+1.414
5639.25,1,2,+1.675,+1.675
5642.937,1,2,+1.688,+1.688
5647.218,1,2,+1.607,+1.607
5652.125,1,2,+1.630,+1.630
5656.64,1,2,+1.574,+1.574
5661.062,1,2,+1.472,+1.472
5665.343,1,2,+1.682,+1.682
5669.187,1,2,+1.587,+1.587
5674.312,1,2,+1.689,+1.689
5679.296,1,2,+1.746,+1.746
5684.015,1,2,+1.720,+1.720
5690.234,1,2,+1.719,+1.719
5692.718,1,2,+1.671,+1.671
5695.905,1,2,+1.600,+1.600
5699.749,1,2,+1.491,+1.491
5703.718,1,2,+1.446,+1.446
5710.843,1,2,+1.575,+1.575
5716.358,1,2,+1.376,+1.376
5721.093,1,2,+1.392,+1.392
5728.171,1,2,+1.074,+1.074
5732.514,1,2,+0.958,+0.958
5735.811,1,2,+0.870,+0.870
5738.28,1,2,+0.814,+0.814
5741.733,1,2,+0.703,+0.703
5744.858,1,2,+0.576,+0.576
5749.186,1,2,+0.428,+0.428
5753.545,1,2,+0.771,+0.771
5758.936,1,2,+0.865,+0.865
5762.733,1,2,+0.918,+0.918
5766.983,1,2,+0.859,+0.859
5771.904,1,2,+0.752,+0.752
5776.514,1,2,+0.634,+0.634
5780.951,1,2,+0.549,+0.549
5785.389,1,2,+0.795,+0.795
5789.17,1,2,+0.747,+0.747
5794.389,1,2,+0.828,+0.828
5799.467,1,2,+0.855,+0.855
5804.326,1,2,+0.872,+0.872
5810.592,1,2,+0.795,+0.795
5813.029,1,2,+0.746,+0.746
5816.138,1,2,+0.660,+0.660
5820.013,1,2,+0.535,+0.535
5823.998,1,2,+0.474,+0.474
5833.638,1,2,+1.324,+1.324
5841.498,1,2,+1.926,+1.926
5847.169,1,2,+1.251,+1.251
5856.154,1,2,+0.789,+0.789
5862.95,1,2,+1.154,+1.154
5869.044,1,2,+1.111,+1.111
5873.528,1,2,+1.468,+1.468
5879.263,1,2,+1.546,+1.546
5884.716,1,2,+1.948,+1.948
5891.138,1,2,+1.747,+1.747
5896.419,1,2,+0.943,+0.943
5903.747,1,2,+0.578,+0.578
5909.872,1,2,+0.773,+0.773
5916.168,1,2,+0.904,+0.904
5923.387,1,2,+0.864,+0.864
5930.403,1,2,+1.002,+1.002
5936.793,1,2,+0.600,+0.600
5945.918,1,2,+1.295,+1.295
5954.793,1,2,+2.127,+2.127
5962.168,1,2,+1.281,+1.281
5969.605,1,2,+0.827,+0.827
5976.715,1,2,+0.885,+0.885
5987.621,1,2,+0.952,+0.952
5991.761,1,2,+1.767,+1.767
5996.121,1,2,+1.306,+1.306
6002.918,1,2,+0.896,+0.896
6009.246,1,2,+0.594,+0.594
6019.574,1,2,+1.410,+1.410
6026.23,1,2,+0.661,+0.661
6032.448,1,2,+0.466,+0.466
6041.933,1,2,+0.623,+0.623
6048.62,1,2,+0.912,+0.912
6053.323,1,2,+0.649,+0.649
6057.761,1,2,+0.768,+0.768
6063.792,1,2,+0.962,+0.962
6068.682,1,2,+1.632,+1.632
6074.839,1,2,+1.438,+1.438
6080.526,1,2,+0.679,+0.679
6088.713,1,2,+0.788,+0.788
6093.432,1,2,+0.511,+0.511
6100.573,1,2,+0.851,+0.851
6107.354,1,2,+0.692,+0.692
6114.385,1,2,+0.730,+0.730
6120.885,1,2,+0.654,+0.654
6128.635,1,2,+0.443,+0.443
6134.869,1,2,+0.722,+0.722
6143.416,1,2,+0.744,+0.744
6150.885,1,2,+0.341,+0.341
6157.978,1,2,+0.523,+0.523
6174.666,1,2,+0.546,+0.546
6182.697,1,2,+0.448,+0.448
6193.415,1,2,+0.407,+0.407
6202.712,1,2,+0.516,+0.516
6207.134,1,2,+0.434,+0.434
6214.4,1,2,+0.654,+0.654
6220.025,1,2,+0.525,+0.525
6224.634,1,2,+0.518,+0.518
6231.681,1,2,+0.220,+0.220
6236.102,1,2,+0.226,+0.226
6239.493,1,2,+0.204,+0.204
6242.009,1,2,+0.173,+0.173
6245.384,1,2,+0.037,+0.037
6248.54,1,1,LAP 6,LAP 6
6339.023,1,1,LAP 7,LAP 7
6459.366,1,1,LAP 8,LAP 8
6580.817,1,1,LAP 9,LAP 9
6702.379,1,1,LAP 10,LAP 10
6823.471,1,1,LAP 11,LAP 11
1.969,81,2,,
5466.673,81,3,,
5467.673,81,4,,
5470.377,81,5,,
5471.22,81,6,,
5473.142,81,7,,
5474.08,81,8,,
5474.658,81,9,,
5476.142,81,10,,
5477.001,81,11,,
5482.767,81,11,+18.831,+5.765
5487.845,81,11,+19.422,+6.247
5491.298,81,11,+19.455,+6.303
5493.892,81,11,+19.485,+6.073
5497.47,81,11,+19.477,+5.940
5500.72,81,11,+19.444,+5.936
5505.157,81,11,+19.379,+5.615
5509.22,81,11,+19.353,+4.655
5514.517,81,11,+18.968,+4.042
5518.204,81,11,+18.555,+3.502
5522.657,81,11,+18.559,+2.835
5527.657,81,11,+18.311,+2.637
5532.36,81,11,+18.147,+2.054
5536.829,81,11,+18.106,+1.786
5541.204,81,11,+17.863,+1.176
5545.079,81,11,+17.816,+1.032
5550.516,81,11,+17.802,+0.549
5555.954,81,11,+17.867,+0.204
5561.376,81,11,+18.170,+0.162
5568.047,81,10,+18.170,+0.162
5568.079,81,10,+18.160,+2.045
5570.61,81,10,+18.141,+2.051
5573.797,81,10,+18.114,+2.092
5577.813,81,10,+18.084,+2.091
5581.797,81,10,+18.034,+1.816
5589.016,81,10,+18.062,+1.255
5594.641,81,7,+18.062,+1.255
5594.641,81,7,+13.226,+0.394
5599.313,81,1,LAP 2,LAP 2
5715.03,81,1,LAP 3,LAP 3
5839.622,81,1,LAP 4,LAP 4
6025.574,81,1,LAP 5,LAP 5
6219.54,81,1,LAP 6,LAP 6
6248.54,81,2,LAP 6,LAP 6
6248.602,81,2,+0.068,+0.068
6253.102,81,2,+0.191,+0.191
6257.493,81,2,+0.633,+0.633
6262.883,81,2,+0.832,+0.832
6266.633,81,2,+0.839,+0.839
6270.915,81,2,+1.000,+1.000
6276.008,81,2,+1.114,+1.114
6280.696,81,2,+1.314,+1.314
6285.118,81,2,+1.369,+1.369
6289.227,81,2,+1.256,+1.256
6292.977,81,2,+1.260,+1.260
6298.149,81,2,+1.288,+1.288
6303.211,81,2,+1.461,+1.461
6308.117,81,2,+1.544,+1.544
6314.258,81,2,+1.519,+1.519
6316.789,81,2,+1.531,+1.531
6319.977,81,2,+1.547,+1.547
6324.023,81,2,+1.582,+1.582
6327.945,81,2,+1.541,+1.541
6335.07,81,2,+1.673,+1.673
6340.789,81,2,+1.783,+1.783
6345.351,81,2,+1.670,+1.670
6352.726,81,2,+1.933,+1.933
6357.164,81,2,+1.998,+1.998
6360.617,81,2,+2.027,+2.027
6363.054,81,2,+2.044,+2.044
6366.554,81,2,+2.080,+2.080
6369.804,81,2,+2.120,+2.120
6374.195,81,2,+2.046,+2.046
6378.304,81,2,+2.008,+2.008
6383.773,81,2,+2.129,+2.129
6387.538,81,2,+2.083,+2.083
6391.96,81,2,+2.200,+2.200
6397.023,81,2,+2.207,+2.207
6401.726,81,2,+2.427,+2.427
6406.194,81,2,+2.475,+2.475
6410.163,81,2,+2.313,+2.313
6414.022,81,2,+2.331,+2.331
6419.241,81,2,+2.324,+2.324
6424.46,81,2,+2.451,+2.451
6429.444,81,2,+2.613,+2.613
6435.631,81,2,+2.560,+2.560
6438.178,81,2,+2.572,+2.572
6441.303,81,2,+2.591,+2.591
6445.288,81,2,+2.625,+2.625
6449.256,81,2,+2.561,+2.561
6456.444,81,2,+2.660,+2.660
6462.35,81,2,+2.986,+2.986
